出生年份,问题,同意,反对,强烈同意,强烈反对
1992, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,8784,4450,1351,1220
1992, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,3430,9138,420,2817
1992, 周易八卦能够有效的解释很多事情。,6450,5633,2442,1280
1992, 中国传统医学对人体健康的观念比现代主流医学更高明。,8648,4941,1548,668
1992, 汉字无需人为推行简化。,3754,8524,748,2779
1992, 应当将中国传统文化的经典作品作为儿童基础教育读物。,7677,6481,1026,621
1992, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,7110,6778,1051,866
1995,如果人民没有受过民主教育，他们是不应该拥有普选权的。,5941,5098,1365,1328
1995, 人权高于主权。,5816,4465,2360,1091
1995, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,4117,6154,1271,2190
1995, 西方的多党制不适合中国国情。,4855,5863,1100,1914
1995, 在中国照搬西方式的言论自由会导致社会失序。,5936,4437,1825,1534
1995, 由高校自主考试招生比全国统一考试招生更好。,4422,5769,1552,1989
1995, 应该容许宗教人士在非宗教场所公开传教。,4659,6096,578,2399
1995, 无论中小学生或大学生，都应参加由国家统一安排的军训。,4764,4391,1520,3057
1995, 国家的统一和领土完整是社会的最高利益。,4658,4621,3137,1316
1995, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,7337,4647,936,812
1995, 国家有义务进行对外援助。,6314,3722,2145,1551
1995, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,7065,3754,1852,1061
1995, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,4794,5416,1510,2012
1995, 应当允许媒体代表某一特定阶层或利益集团发言。,5480,4721,863,2668
1995, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,4752,4907,2782,1291
1995, 条件允许的话应该武力统一台湾。,4158,6368,1525,1681
1995, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,5236,3896,2833,1767
1995, 应该允许中国公民同时具有外国国籍。,3140,8100,752,1740
1995, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,2699,6813,1398,2822
1995, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,7136,2396,3783,417
1995, 最低工资应由国家规定。,3314,6079,1530,2809
1995, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,6758,4785,1099,1090
1995, 在重大工程项目的决策中，个人利益应该为社会利益让路。,7414,3999,1018,1301
1995, 浪费粮食也是个人的自由。,2458,6754,772,3748
1995, 如果猪肉价格过高，政府应当干预。,6746,3387,2219,1380
1995, 应当对国外同类产品征收高额关税来保护国内民族工业。,4755,5825,551,2601
1995, 教育应当尽可能公立。,4296,7281,685,1470
1995, 国有企业的利益属于国家利益。,6379,4707,1951,695
1995, 试图控制房地产价格的行为会破坏经济发展。,3309,7170,833,2420
1995, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,2429,6037,1900,3366
1995, 有钱人理应获得更好的医疗服务。,3996,7207,1007,1522
1995, 高收入者应该公开自己的经济来源。,3560,6797,1491,1884
1995, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,7398,3701,1520,1113
1995, 与其让国有企业亏损破产，不如转卖给资本家。,5410,4930,648,2744
1995, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,9640,1719,2054,319
1995, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,4443,6802,867,1620
1995, 私人应当可以拥有和买卖土地。,5886,5549,1636,661
1995, 政府应当采用较高的粮食收购价格以增加农民收入。,8227,3156,1635,714
1995, 在华外国资本应享受和民族资本同样的待遇。,3869,6164,696,3003
1995, 市场竞争中自然形成的垄断地位是无害的。,6626,4726,1483,897
1995, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,5834,4996,993,1909
1995, 不应公开谈论自己长辈的缺点。,4426,6332,1632,1342
1995, 现代中国社会需要儒家思想。,1787,7988,660,3297
1995, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,7678,3828,1202,1024
1995, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,3217,7848,349,2318
1995, 周易八卦能够有效的解释很多事情。,5455,5229,1810,1238
1995, 中国传统医学对人体健康的观念比现代主流医学更高明。,7191,4646,1237,658
1995, 汉字无需人为推行简化。,3293,7493,667,2279
1995, 应当将中国传统文化的经典作品作为儿童基础教育读物。,6626,5688,828,590
1995, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,6240,5895,900,697
1994,如果人民没有受过民主教育，他们是不应该拥有普选权的。,7588,7056,1749,1729
1994, 人权高于主权。,7638,6081,3096,1307
1994, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,5508,8187,1628,2799
1994, 西方的多党制不适合中国国情。,6647,7774,1302,2399
1994, 在中国照搬西方式的言论自由会导致社会失序。,8184,5591,2518,1829
1994, 由高校自主考试招生比全国统一考试招生更好。,5863,7778,1983,2498
1994, 应该容许宗教人士在非宗教场所公开传教。,6243,8077,675,3127
1994, 无论中小学生或大学生，都应参加由国家统一安排的军训。,6586,5933,1876,3727
1994, 国家的统一和领土完整是社会的最高利益。,6337,6093,4119,1573
1994, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,9645,6432,970,1075
1994, 国家有义务进行对外援助。,8404,5104,2623,1991
1994, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,9560,4990,2340,1232
1994, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,6184,7470,1883,2585
1994, 应当允许媒体代表某一特定阶层或利益集团发言。,7625,6175,1079,3243
1994, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,6625,6241,3719,1537
1994, 条件允许的话应该武力统一台湾。,5642,8462,1901,2117
1994, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,6749,5518,3454,2401
1994, 应该允许中国公民同时具有外国国籍。,4314,10761,1016,2031
1994, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,3471,9291,1715,3645
1994, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,9482,3035,5063,542
1994, 最低工资应由国家规定。,4439,8110,1887,3686
1994, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,9121,6408,1427,1166
1994, 在重大工程项目的决策中，个人利益应该为社会利益让路。,10054,5239,1275,1554
1994, 浪费粮食也是个人的自由。,3358,9271,938,4555
1994, 如果猪肉价格过高，政府应当干预。,8731,4687,2735,1969
1994, 应当对国外同类产品征收高额关税来保护国内民族工业。,6597,7627,714,3184
1994, 教育应当尽可能公立。,5717,9726,801,1878
1994, 国有企业的利益属于国家利益。,8519,6460,2354,789
1994, 试图控制房地产价格的行为会破坏经济发展。,4146,9884,861,3231
1994, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,3396,8060,2551,4115
1994, 有钱人理应获得更好的医疗服务。,5258,9575,1367,1922
1994, 高收入者应该公开自己的经济来源。,4586,9072,2048,2416
1994, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,9974,4900,1880,1368
1994, 与其让国有企业亏损破产，不如转卖给资本家。,7436,6510,880,3296
1994, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,12823,2362,2530,407
1994, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,6180,8914,1123,1905
1994, 私人应当可以拥有和买卖土地。,7879,7308,2120,815
1994, 政府应当采用较高的粮食收购价格以增加农民收入。,10813,4277,2113,919
1994, 在华外国资本应享受和民族资本同样的待遇。,5093,8571,719,3739
1994, 市场竞争中自然形成的垄断地位是无害的。,8838,6317,1891,1076
1994, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,7980,6545,1378,2219
1994, 不应公开谈论自己长辈的缺点。,5818,8496,2124,1684
1994, 现代中国社会需要儒家思想。,2452,10658,834,4178
1994, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,10220,5222,1454,1226
1994, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,4178,10572,433,2939
1994, 周易八卦能够有效的解释很多事情。,7394,6834,2451,1443
1994, 中国传统医学对人体健康的观念比现代主流医学更高明。,9751,6032,1600,739
1994, 汉字无需人为推行简化。,4376,10031,771,2944
1994, 应当将中国传统文化的经典作品作为儿童基础教育读物。,8658,7717,1065,682
1994, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,8274,7874,1108,866
1997,如果人民没有受过民主教育，他们是不应该拥有普选权的。,2590,2183,651,670
1997, 人权高于主权。,2498,1804,1218,574
1997, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,1765,2521,671,1137
1997, 西方的多党制不适合中国国情。,2059,2524,549,962
1997, 在中国照搬西方式的言论自由会导致社会失序。,2205,2298,604,987
1997, 由高校自主考试招生比全国统一考试招生更好。,1853,2468,771,1002
1997, 应该容许宗教人士在非宗教场所公开传教。,2012,2666,285,1131
1997, 无论中小学生或大学生，都应参加由国家统一安排的军训。,2137,1981,801,1175
1997, 国家的统一和领土完整是社会的最高利益。,2020,1947,1584,543
1997, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,3367,1847,561,319
1997, 国家有义务进行对外援助。,2817,1594,1065,618
1997, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,2948,1644,857,645
1997, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,2307,2177,904,706
1997, 应当允许媒体代表某一特定阶层或利益集团发言。,2254,2178,422,1240
1997, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,2019,2122,1331,622
1997, 条件允许的话应该武力统一台湾。,1706,2705,787,896
1997, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,2343,1505,1481,765
1997, 应该允许中国公民同时具有外国国籍。,1208,3446,307,1133
1997, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,1210,2911,735,1238
1997, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,3022,1060,1803,209
1997, 最低工资应由国家规定。,1476,2667,713,1238
1997, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,2654,2296,565,579
1997, 在重大工程项目的决策中，个人利益应该为社会利益让路。,2838,1996,450,810
1997, 浪费粮食也是个人的自由。,1181,2779,482,1652
1997, 如果猪肉价格过高，政府应当干预。,2973,1247,1301,573
1997, 应当对国外同类产品征收高额关税来保护国内民族工业。,1818,2554,258,1464
1997, 教育应当尽可能公立。,1929,3173,324,668
1997, 国有企业的利益属于国家利益。,2704,2119,897,374
1997, 试图控制房地产价格的行为会破坏经济发展。,1687,2850,469,1088
1997, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,924,2538,902,1730
1997, 有钱人理应获得更好的医疗服务。,1545,3194,438,917
1997, 高收入者应该公开自己的经济来源。,1625,2813,830,826
1997, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,3167,1541,859,527
1997, 与其让国有企业亏损破产，不如转卖给资本家。,2076,2220,309,1489
1997, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,4198,684,1115,97
1997, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,1954,2943,440,757
1997, 私人应当可以拥有和买卖土地。,2492,2558,621,423
1997, 政府应当采用较高的粮食收购价格以增加农民收入。,3587,1355,774,378
1997, 在华外国资本应享受和民族资本同样的待遇。,1535,2742,298,1519
1997, 市场竞争中自然形成的垄断地位是无害的。,2679,2230,607,578
1997, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,2271,2344,411,1068
1997, 不应公开谈论自己长辈的缺点。,1951,2581,927,635
1997, 现代中国社会需要儒家思想。,807,3402,398,1487
1997, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,3200,1682,617,595
1997, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,1486,3266,200,1142
1997, 周易八卦能够有效的解释很多事情。,2270,2266,966,592
1997, 中国传统医学对人体健康的观念比现代主流医学更高明。,3053,2096,640,305
1997, 汉字无需人为推行简化。,1430,3193,365,1106
1997, 应当将中国传统文化的经典作品作为儿童基础教育读物。,2913,2585,384,212
1997, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,2910,2407,474,303
1978,如果人民没有受过民主教育，他们是不应该拥有普选权的。,368,395,99,274
1978, 人权高于主权。,401,306,285,144
1978, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,375,357,266,138
1978, 西方的多党制不适合中国国情。,294,559,65,218
1978, 在中国照搬西方式的言论自由会导致社会失序。,443,394,182,117
1978, 由高校自主考试招生比全国统一考试招生更好。,408,323,299,106
1978, 应该容许宗教人士在非宗教场所公开传教。,477,374,59,226
1978, 无论中小学生或大学生，都应参加由国家统一安排的军训。,416,335,167,218
1978, 国家的统一和领土完整是社会的最高利益。,327,369,269,171
1978, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,497,451,36,152
1978, 国家有义务进行对外援助。,357,455,83,241
1978, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,532,306,202,96
1978, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,408,488,112,128
1978, 应当允许媒体代表某一特定阶层或利益集团发言。,450,340,52,294
1978, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,452,315,279,90
1978, 条件允许的话应该武力统一台湾。,310,475,227,124
1978, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,346,298,295,197
1978, 应该允许中国公民同时具有外国国籍。,379,515,184,58
1978, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,189,631,80,236
1978, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,440,223,393,80
1978, 最低工资应由国家规定。,303,537,93,203
1978, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,594,419,60,63
1978, 在重大工程项目的决策中，个人利益应该为社会利益让路。,510,382,69,175
1978, 浪费粮食也是个人的自由。,365,527,85,159
1978, 如果猪肉价格过高，政府应当干预。,391,397,72,276
1978, 应当对国外同类产品征收高额关税来保护国内民族工业。,363,475,33,265
1978, 教育应当尽可能公立。,335,514,59,228
1978, 国有企业的利益属于国家利益。,569,328,189,50
1978, 试图控制房地产价格的行为会破坏经济发展。,201,664,61,210
1978, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,318,457,284,77
1978, 有钱人理应获得更好的医疗服务。,315,574,111,136
1978, 高收入者应该公开自己的经济来源。,343,452,258,83
1978, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,496,331,156,153
1978, 与其让国有企业亏损破产，不如转卖给资本家。,336,422,54,324
1978, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,599,338,106,93
1978, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,366,536,79,155
1978, 私人应当可以拥有和买卖土地。,426,336,287,87
1978, 政府应当采用较高的粮食收购价格以增加农民收入。,445,414,128,149
1978, 在华外国资本应享受和民族资本同样的待遇。,288,478,46,324
1978, 市场竞争中自然形成的垄断地位是无害的。,493,433,111,99
1978, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,542,354,73,167
1978, 不应公开谈论自己长辈的缺点。,428,347,286,75
1978, 现代中国社会需要儒家思想。,267,585,114,170
1978, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,627,263,114,132
1978, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,245,630,43,218
1978, 周易八卦能够有效的解释很多事情。,390,411,181,154
1978, 中国传统医学对人体健康的观念比现代主流医学更高明。,563,346,138,89
1978, 汉字无需人为推行简化。,184,540,60,352
1978, 应当将中国传统文化的经典作品作为儿童基础教育读物。,596,359,121,60
1978, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,644,266,181,45
1999,如果人民没有受过民主教育，他们是不应该拥有普选权的。,964,990,297,424
1999, 人权高于主权。,1061,718,577,319
1999, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,686,1061,380,548
1999, 西方的多党制不适合中国国情。,859,1062,272,482
1999, 在中国照搬西方式的言论自由会导致社会失序。,801,1095,265,514
1999, 由高校自主考试招生比全国统一考试招生更好。,776,969,413,517
1999, 应该容许宗教人士在非宗教场所公开传教。,833,1172,146,524
1999, 无论中小学生或大学生，都应参加由国家统一安排的军训。,1025,723,462,465
1999, 国家的统一和领土完整是社会的最高利益。,872,717,867,219
1999, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,1502,659,341,173
1999, 国家有义务进行对外援助。,1230,684,537,224
1999, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,1105,815,343,412
1999, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,1077,758,593,247
1999, 应当允许媒体代表某一特定阶层或利益集团发言。,942,934,223,576
1999, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,835,901,660,279
1999, 条件允许的话应该武力统一台湾。,764,1083,460,368
1999, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,934,644,671,426
1999, 应该允许中国公民同时具有外国国籍。,383,1480,123,689
1999, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,616,1193,428,438
1999, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,1225,466,860,124
1999, 最低工资应由国家规定。,690,1140,377,468
1999, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,1156,940,285,294
1999, 在重大工程项目的决策中，个人利益应该为社会利益让路。,1024,951,185,515
1999, 浪费粮食也是个人的自由。,565,1190,298,622
1999, 如果猪肉价格过高，政府应当干预。,1200,459,799,217
1999, 应当对国外同类产品征收高额关税来保护国内民族工业。,685,1145,107,738
1999, 教育应当尽可能公立。,935,1280,173,287
1999, 国有企业的利益属于国家利益。,1047,961,381,286
1999, 试图控制房地产价格的行为会破坏经济发展。,702,1184,271,518
1999, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,480,1077,471,647
1999, 有钱人理应获得更好的医疗服务。,641,1295,224,515
1999, 高收入者应该公开自己的经济来源。,722,1136,445,372
1999, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,1330,533,595,217
1999, 与其让国有企业亏损破产，不如转卖给资本家。,587,913,96,1079
1999, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,1778,275,553,69
1999, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,754,1315,272,334
1999, 私人应当可以拥有和买卖土地。,959,1213,233,270
1999, 政府应当采用较高的粮食收购价格以增加农民收入。,1433,652,426,164
1999, 在华外国资本应享受和民族资本同样的待遇。,532,1209,120,814
1999, 市场竞争中自然形成的垄断地位是无害的。,1040,1014,258,363
1999, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,705,1094,132,744
1999, 不应公开谈论自己长辈的缺点。,941,950,564,220
1999, 现代中国社会需要儒家思想。,443,1443,263,526
1999, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,1239,821,258,357
1999, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,611,1375,101,588
1999, 周易八卦能够有效的解释很多事情。,926,946,480,323
1999, 中国传统医学对人体健康的观念比现代主流医学更高明。,1246,938,323,168
1999, 汉字无需人为推行简化。,583,1385,211,496
1999, 应当将中国传统文化的经典作品作为儿童基础教育读物。,1208,1082,237,148
1999, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,1372,841,276,186
1998,如果人民没有受过民主教育，他们是不应该拥有普选权的。,1683,1614,500,502
1998, 人权高于主权。,1677,1289,842,491
1998, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,1159,1800,526,814
1998, 西方的多党制不适合中国国情。,1440,1688,438,733
1998, 在中国照搬西方式的言论自由会导致社会失序。,1462,1607,471,759
1998, 由高校自主考试招生比全国统一考试招生更好。,1274,1661,617,747
1998, 应该容许宗教人士在非宗教场所公开传教。,1364,1887,228,820
1998, 无论中小学生或大学生，都应参加由国家统一安排的军训。,1572,1244,674,809
1998, 国家的统一和领土完整是社会的最高利益。,1378,1215,1277,429
1998, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,2437,1177,440,245
1998, 国家有义务进行对外援助。,1981,1069,804,445
1998, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,1897,1233,595,574
1998, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,1632,1419,760,488
1998, 应当允许媒体代表某一特定阶层或利益集团发言。,1566,1461,339,933
1998, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,1359,1468,1018,454
1998, 条件允许的话应该武力统一台湾。,1269,1730,685,615
1998, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,1565,1044,1062,628
1998, 应该允许中国公民同时具有外国国籍。,714,2447,209,929
1998, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,918,1982,547,852
1998, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,2058,688,1366,187
1998, 最低工资应由国家规定。,1072,1826,549,852
1998, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,1891,1561,425,422
1998, 在重大工程项目的决策中，个人利益应该为社会利益让路。,1849,1516,272,662
1998, 浪费粮食也是个人的自由。,894,1955,337,1113
1998, 如果猪肉价格过高，政府应当干预。,2059,760,1103,377
1998, 应当对国外同类产品征收高额关税来保护国内民族工业。,1237,1772,175,1115
1998, 教育应当尽可能公立。,1439,2191,244,425
1998, 国有企业的利益属于国家利益。,1809,1470,701,319
1998, 试图控制房地产价格的行为会破坏经济发展。,1134,1997,370,798
1998, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,723,1748,648,1180
1998, 有钱人理应获得更好的医疗服务。,1031,2152,324,792
1998, 高收入者应该公开自己的经济来源。,1142,1882,691,584
1998, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,2215,970,747,367
1998, 与其让国有企业亏损破产，不如转卖给资本家。,1177,1597,221,1304
1998, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,2926,438,845,90
1998, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,1360,2023,337,579
1998, 私人应当可以拥有和买卖土地。,1668,1867,432,332
1998, 政府应当采用较高的粮食收购价格以增加农民收入。,2450,959,621,269
1998, 在华外国资本应享受和民族资本同样的待遇。,933,1963,195,1208
1998, 市场竞争中自然形成的垄断地位是无害的。,1750,1616,455,478
1998, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,1400,1641,248,1010
1998, 不应公开谈论自己长辈的缺点。,1409,1662,800,428
1998, 现代中国社会需要儒家思想。,622,2348,342,987
1998, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,2081,1281,444,493
1998, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,947,2311,138,903
1998, 周易八卦能够有效的解释很多事情。,1591,1458,772,478
1998, 中国传统医学对人体健康的观念比现代主流医学更高明。,2167,1415,507,210
1998, 汉字无需人为推行简化。,1061,2156,282,800
1998, 应当将中国传统文化的经典作品作为儿童基础教育读物。,2027,1773,313,186
1998, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,2100,1572,401,226
1975,如果人民没有受过民主教育，他们是不应该拥有普选权的。,263,340,52,203
1975, 人权高于主权。,277,261,211,109
1975, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,298,252,208,100
1975, 西方的多党制不适合中国国情。,231,417,53,157
1975, 在中国照搬西方式的言论自由会导致社会失序。,329,294,154,81
1975, 由高校自主考试招生比全国统一考试招生更好。,281,268,220,89
1975, 应该容许宗教人士在非宗教场所公开传教。,314,302,51,191
1975, 无论中小学生或大学生，都应参加由国家统一安排的军训。,304,268,113,173
1975, 国家的统一和领土完整是社会的最高利益。,259,288,184,127
1975, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,392,346,24,96
1975, 国家有义务进行对外援助。,282,360,55,161
1975, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,419,218,130,91
1975, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,346,349,71,92
1975, 应当允许媒体代表某一特定阶层或利益集团发言。,370,263,38,187
1975, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,358,253,181,66
1975, 条件允许的话应该武力统一台湾。,261,345,161,91
1975, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,245,231,243,139
1975, 应该允许中国公民同时具有外国国籍。,294,373,141,50
1975, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,119,524,58,157
1975, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,321,194,283,60
1975, 最低工资应由国家规定。,240,396,75,147
1975, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,472,311,38,37
1975, 在重大工程项目的决策中，个人利益应该为社会利益让路。,341,337,60,120
1975, 浪费粮食也是个人的自由。,272,414,60,112
1975, 如果猪肉价格过高，政府应当干预。,301,308,56,193
1975, 应当对国外同类产品征收高额关税来保护国内民族工业。,259,349,40,210
1975, 教育应当尽可能公立。,231,388,57,182
1975, 国有企业的利益属于国家利益。,457,246,119,36
1975, 试图控制房地产价格的行为会破坏经济发展。,157,512,48,141
1975, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,233,322,257,46
1975, 有钱人理应获得更好的医疗服务。,232,456,85,85
1975, 高收入者应该公开自己的经济来源。,256,339,188,75
1975, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,379,250,105,124
1975, 与其让国有企业亏损破产，不如转卖给资本家。,221,370,40,227
1975, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,421,293,74,70
1975, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,270,425,61,102
1975, 私人应当可以拥有和买卖土地。,326,269,200,63
1975, 政府应当采用较高的粮食收购价格以增加农民收入。,329,342,83,104
1975, 在华外国资本应享受和民族资本同样的待遇。,226,391,41,200
1975, 市场竞争中自然形成的垄断地位是无害的。,374,324,78,82
1975, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,417,262,61,118
1975, 不应公开谈论自己长辈的缺点。,308,282,220,48
1975, 现代中国社会需要儒家思想。,205,447,71,135
1975, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,465,198,93,102
1975, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,188,483,30,157
1975, 周易八卦能够有效的解释很多事情。,311,313,125,109
1975, 中国传统医学对人体健康的观念比现代主流医学更高明。,378,308,110,62
1975, 汉字无需人为推行简化。,152,382,50,274
1975, 应当将中国传统文化的经典作品作为儿童基础教育读物。,457,255,106,40
1975, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,497,175,150,36
1996,如果人民没有受过民主教育，他们是不应该拥有普选权的。,3629,3426,944,902
1996, 人权高于主权。,3645,2731,1747,778
1996, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,2561,3892,911,1537
1996, 西方的多党制不适合中国国情。,3033,3815,696,1357
1996, 在中国照搬西方式的言论自由会导致社会失序。,3532,3033,1102,1234
